USPS	GEOID	ANSICODE	NAME	FUNCSTAT	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                      
MA	2502309000	00619467	Brockton city	F	55252259	475809	21.333	0.184	42.082543	-71.024638                                                                                                                
MA	2502311665	00618337	Carver town	A	96621910	6262842	37.306	2.418	41.875179	-70.746715                                                                                                                 
MA	2502317895	00618338	Duxbury town	A	61393148	35994841	23.704	13.898	42.044407	-70.70606                                                                                                               
MA	2502318455	00618339	East Bridgewater town	A	44648280	784261	17.239	0.303	42.037116	-70.942178                                                                                                        
MA	2502327795	00618340	Halifax town	A	41372593	3659389	15.974	1.413	42.002634	-70.863706                                                                                                                
MA	2502328285	00618341	Hanover town	A	40242022	236963	15.538	0.091	42.122956	-70.85631                                                                                                                  
MA	2502328495	00619468	Hanson town	A	38899028	1851425	15.019	0.715	42.05024	-70.867359                                                                                                                  
MA	2502330210	00618342	Hingham town	A	57499430	7216917	22.201	2.786	42.224319	-70.880673                                                                                                                
MA	2502331645	00618343	Hull town	A	7437835	65626323	2.872	25.338	42.340233	-70.883301                                                                                                                   
MA	2502333220	00619469	Kingston town	A	48286878	4766946	18.644	1.841	41.987196	-70.741942                                                                                                               
MA	2502333920	00618344	Lakeville town	A	76656455	16894429	29.597	6.523	41.834384	-70.956826                                                                                                             
MA	2502338540	00618345	Marion town	A	36589945	31161477	14.127	12.032	41.706839	-70.750958                                                                                                               
MA	2502338855	00619470	Marshfield town	A	74197880	8111610	28.648	3.132	42.115139	-70.710331                                                                                                             
MA	2502339450	00619471	Mattapoisett town	A	44899221	17712366	17.336	6.839	41.661363	-70.812024                                                                                                          
MA	2502340850	00618346	Middleborough town	A	178823603	8200937	69.044	3.166	41.878004	-70.869267                                                                                                         
MA	2502350145	00618347	Norwell town	A	54211132	803943	20.931	0.31	42.164569	-70.818844                                                                                                                  
MA	2502352630	00618348	Pembroke town	A	56424894	4585316	21.786	1.77	42.067804	-70.805713                                                                                                                
MA	2502354310	00618349	Plymouth town	A	249743164	97265548	96.426	37.554	41.894085	-70.61861                                                                                                             
MA	2502354415	00619472	Plympton town	A	38023287	1099161	14.681	0.424	41.9591	-70.802753                                                                                                                 
MA	2502357600	00618350	Rochester town	A	86945154	6376775	33.57	2.462	41.760864	-70.838956                                                                                                               
MA	2502357775	00618351	Rockland town	A	25975560	238552	10.029	0.092	42.129251	-70.908736                                                                                                                
MA	2502360330	00618352	Scituate town	A	44582989	37872085	17.214	14.622	42.205062	-70.742978                                                                                                             
MA	2502372985	00618353	Wareham town	A	92779618	27061328	35.822	10.448	41.76104	-70.701779                                                                                                               
MA	2502375260	00618354	West Bridgewater town	A	39691385	906621	15.325	0.35	42.021617	-71.026717                                                                                                         
MA	2502379530	00618355	Whitman town	A	17962857	59307	6.935	0.023	42.078974	-70.93939                                                                                                                    
MA	2502500000	00000000	County subdivisions not defined	F	0	25103201	0.	9.692	42.389106	-70.700216                                                                                                       
MA	2502507000	00619463	Boston city	F	125200664	106897982	48.34	41.274	42.338551	-71.018253                                                                                                              
MA	2502513205	00619464	Chelsea city	F	5746368	638655	2.219	0.247	42.396824	-71.031348                                                                                                                   
MA	2502556585	00619465	Revere city	F	14772907	11468440	5.704	4.428	42.421005	-70.99036                                                                                                                  
MA	2502581005	00618335	Winthrop Town city	F	5155473	16390807	1.991	6.329	42.375541	-70.970646                                                                                                           
MA	2502701885	00618356	Ashburnham town	A	99284822	6768398	38.334	2.613	42.648697	-71.919896                                                                                                             
MA	2502702480	00619473	Athol town	A	83649111	2762839	32.297	1.067	42.575926	-72.229589                                                                                                                  
MA	2502702760	00619474	Auburn town	A	40109615	2408374	15.486	0.93	42.198867	-71.845722                                                                                                                  
MA	2502703740	00619475	Barre town	A	114858654	718803	44.347	0.278	42.418884	-72.112077                                                                                                                  
MA	2502705490	00619476	Berlin town	A	33597231	521374	12.972	0.201	42.384929	-71.633889                                                                                                                  
MA	2502706015	00619477	Blackstone town	A	28778366	825566	11.111	0.319	42.039991	-71.532406                                                                                                              
MA	2502706365	00618357	Bolton town	A	51659942	345877	19.946	0.134	42.439933	-71.601885                                                                                                                  
MA	2502707525	00619478	Boylston town	A	41588110	9568470	16.057	3.694	42.355049	-71.716157                                                                                                               
MA	2502709105	00618358	Brookfield town	A	40214973	2736279	15.527	1.056	42.180807	-72.107888                                                                                                             
MA	2502712715	00618359	Charlton town	A	109245583	4175565	42.18	1.612	42.133935	-71.968025                                                                                                               
MA	2502714395	00618360	Clinton town	A	14640558	4164487	5.653	1.608	42.411887	-71.690005                                                                                                                 
MA	2502717300	00619479	Douglas town	A	94395192	3768235	36.446	1.455	42.053072	-71.752241                                                                                                                
MA	2502717685	00618361	Dudley town	A	53955588	2742338	20.832	1.059	42.053778	-71.935075                                                                                                                 
MA	2502718560	00618362	East Brookfield town	A	25547239	1447145	9.864	0.559	42.209682	-72.040178                                                                                                         
MA	2502723875	00618363	Fitchburg city	F	72063644	759963	27.824	0.293	42.601977	-71.81587                                                                                                                
MA	2502725485	00618364	Gardner city	F	57150340	2454381	22.066	0.948	42.584206	-71.988737                                                                                                                
MA	2502726430	00619480	Grafton town	A	59059793	1298238	22.803	0.501	42.209151	-71.683644                                                                                                                
MA	2502728740	00619481	Hardwick town	A	99977094	5850984	38.601	2.259	42.353221	-72.217113                                                                                                               
MA	2502728950	00619482	Harvard town	A	68481281	1849227	26.441	0.714	42.504256	-71.588513                                                                                                                
MA	2502730560	00618365	Holden town	A	90866922	3204048	35.084	1.237	42.355801	-71.862574                                                                                                                 
MA	2502730945	00618366	Hopedale town	A	13417660	443734	5.181	0.171	42.123007	-71.531404                                                                                                                 
MA	2502731435	00618367	Hubbardston town	A	106347599	2404684	41.061	0.928	42.495111	-72.002339                                                                                                           
MA	2502734165	00618368	Lancaster town	A	71143999	1336179	27.469	0.516	42.483569	-71.675585                                                                                                              
MA	2502734795	00619483	Leicester town	A	60248051	3559189	23.262	1.374	42.238427	-71.91234                                                                                                               
MA	2502735075	00618369	Leominster city	F	74650498	2224036	28.823	0.859	42.520876	-71.770611                                                                                                             
MA	2502737420	00618370	Lunenburg town	A	68341386	3516270	26.387	1.358	42.582607	-71.720464                                                                                                              
MA	2502740255	00618371	Mendon town	A	46013815	553484	17.766	0.214	42.09387	-71.544519                                                                                                                   
MA	2502741165	00618372	Milford town	A	38206060	706132	14.751	0.273	42.158692	-71.521419                                                                                                                 
MA	2502741340	00618373	Millbury town	A	40702072	1887555	15.715	0.729	42.192246	-71.777649                                                                                                               
MA	2502741585	00618374	Millville town	A	12592203	143333	4.862	0.055	42.036642	-71.578779                                                                                                                
MA	2502745105	00619484	New Braintree town	A	53773155	403233	20.762	0.156	42.326183	-72.133431                                                                                                           
MA	2502746820	00618375	Northborough town	A	47842598	705494	18.472	0.272	42.323342	-71.646236                                                                                                            
MA	2502746925	00618376	Northbridge town	A	44717917	2036566	17.266	0.786	42.128937	-71.655787                                                                                                            
MA	2502747135	00618377	North Brookfield town	A	55085966	1756793	21.269	0.678	42.267564	-72.066876                                                                                                       
MA	2502750670	00618378	Oakham town	A	53925831	1033076	20.821	0.399	42.350862	-72.044248                                                                                                                 
MA	2502751825	00618379	Oxford town	A	68679052	2350485	26.517	0.908	42.12826	-71.8671                                                                                                                    
MA	2502752420	00619485	Paxton town	A	38043661	1980546	14.689	0.765	42.311693	-71.940282                                                                                                                 
MA	2502753120	00619486	Petersham town	A	140465049	36294405	54.234	14.013	42.459222	-72.216335                                                                                                           
MA	2502753225	00619487	Phillipston town	A	62803832	1003921	24.249	0.388	42.55595	-72.150895                                                                                                             
MA	2502755395	00618380	Princeton town	A	91767894	1032232	35.432	0.399	42.454125	-71.87754                                                                                                               
MA	2502758580	00619488	Royalston town	A	108239491	1835155	41.792	0.709	42.688972	-72.185327                                                                                                             
MA	2502758825	00618381	Rutland town	A	90974489	2946993	35.125	1.138	42.388285	-71.969865                                                                                                                
MA	2502761800	00619489	Shrewsbury town	A	53724163	2624406	20.743	1.013	42.284767	-71.714228                                                                                                             
MA	2502763165	00618382	Southborough town	A	36285338	3920482	14.01	1.514	42.299625	-71.528427                                                                                                            
MA	2502763345	00618383	Southbridge Town city	F	52416906	1612919	20.238	0.623	42.059737	-72.033908                                                                                                       
MA	2502766105	00618385	Spencer town	A	85082963	3000832	32.851	1.159	42.247211	-71.991867                                                                                                                
MA	2502767385	00619490	Sterling town	A	79295016	2752995	30.616	1.063	42.447924	-71.776045                                                                                                               
MA	2502768155	00618384	Sturbridge town	A	96428780	4497561	37.231	1.737	42.10481	-72.08774                                                                                                               
MA	2502768610	00619491	Sutton town	A	83953111	4183049	32.414	1.615	42.132051	-71.750318                                                                                                                 
MA	2502769275	00619492	Templeton town	A	82553842	1317816	31.874	0.509	42.563482	-72.075472                                                                                                              
MA	2502771480	00618386	Upton town	A	55941902	610404	21.599	0.236	42.176526	-71.603588                                                                                                                   
MA	2502771620	00618387	Uxbridge town	A	76632229	1754094	29.588	0.677	42.061166	-71.643628                                                                                                               
MA	2502773090	00618388	Warren town	A	71311785	267202	27.534	0.103	42.199604	-72.200006                                                                                                                  
MA	2502773895	00618389	Webster town	A	32005106	5800437	12.357	2.24	42.047075	-71.845805                                                                                                                 
MA	2502775015	00618390	Westborough town	A	53354955	2228712	20.6	0.861	42.268426	-71.613309                                                                                                              
MA	2502775155	00618391	West Boylston town	A	33547850	2359248	12.953	0.911	42.369417	-71.785036                                                                                                          
MA	2502775400	00618392	West Brookfield town	A	53029583	1640796	20.475	0.634	42.256691	-72.158169                                                                                                        
MA	2502777010	00618393	Westminster town	A	91792470	4700491	35.441	1.815	42.5546	-71.90544                                                                                                               
MA	2502780405	00618394	Winchendon town	A	111409560	2748267	43.015	1.061	42.66816	-72.055644                                                                                                             
MA	2502782000	00619493	Worcester city	F	96762673	2808413	37.36	1.084	42.269478	-71.807783                                                                                                               
