municipality,year,payt,svc_type,hh_total,hh_trash,hh_recycling,trash_tons,recyc_tons,bulky_incl,lbs_hh_yr,coverage
Stockbridge,2024,0,Drop-off,2000.0,1500.0,1500.0,483.4,,0,644.5333333333333,0.75
Stoneham,2024,0,Curbside,11493.0,5900.0,5900.0,5860.9,1806.9,1,1986.7457627118645,0.5133559557991821
Stoughton,2024,0,Curbside,8874.0,7218.0,7218.0,7902.33,895.84,0,2189.617622610141,0.8133874239350912
Sturbridge,2024,1,Drop-off,4135.0,2000.0,2000.0,203.0,,0,203.0,0.4836759371221282
Sutton,2024,1,Drop-off,3500.0,1150.0,1150.0,432.72,0.0,1,752.5565217391304,0.32857142857142857
Swampscott,2024,1,Curbside,6275.0,5073.0,5073.0,3277.91,1520.74,1,1292.2964715158682,0.8084462151394423
Swansea,2024,1,Curbside,6529.0,6145.0,6145.0,3275.5,1805.5,0,1066.0699755899104,0.9411854801654158
Taunton,2024,1,Curbside,20948.0,18465.0,20824.0,14892.75,5778.17,1,1613.0787977254265,0.8814683979377507
Tewksbury,2024,0,Curbside,10147.0,10147.0,10147.0,9244.21,2856.71,1,1822.0577510594264,1.0
Tolland,2024,0,Drop-off,534.0,360.0,360.0,98.14,0.0,0,545.2222222222222,0.6741573033707865
Topsfield,2024,1,Curbside,2220.0,2220.0,2220.0,1790.51,,1,1613.0720720720722,1.0
Townsend,2024,1,Curbside,3332.0,3080.0,3080.0,2071.0,821.0,0,1344.8051948051948,0.9243697478991597
Tyngsborough,2024,0,Curbside,4788.0,3926.0,3926.0,2914.0,823.0,1,1484.4625573102394,0.8199665831244779
Upton,2024,1,Curbside,3068.0,2600.0,2600.0,1449.33,703.86,0,1114.8692307692309,0.847457627118644
Wakefield,2024,0,Curbside,8666.0,8566.0,8566.0,6845.44,2137.82,1,1598.2815783329443,0.9884606508192938
Walpole,2024,0,Curbside,8825.0,7351.0,7351.0,7662.79,1589.38,1,2084.829274928581,0.8329745042492918
Waltham,2024,0,Curbside,27122.0,18578.0,19712.0,17168.51,4355.52,1,1848.2624609753473,0.6849789838507485
Wareham,2024,1,Both,11601.0,7476.0,7476.0,6942.3,1792.48,0,1857.223113964687,0.6444272045513317
Warren,2024,1,Drop-off,2286.0,1001.0,1001.0,558.0,,0,1114.885114885115,0.4378827646544182
Warwick,2024,1,Drop-off,374.0,323.0,323.0,74.97,,0,464.2105263157895,0.8636363636363636
Washington,2024,0,Drop-off,260.0,260.0,260.0,136.0,,0,1046.1538461538462,1.0
Watertown,2024,0,Curbside,13500.0,10050.0,10050.0,8403.82,2396.23,1,1672.4019900497512,0.7444444444444445
Wellesley,2024,0,Drop-off,9126.0,9126.0,9126.0,4876.0,0.0,1,1068.5952224413763,1.0
Wellfleet,2024,1,Drop-off,3669.0,3669.0,3669.0,820.99,0.0,0,447.52793676751156,1.0
Wendell,2024,1,Drop-off,367.0,298.0,298.0,127.22,,0,853.8255033557047,0.8119891008174387
Wenham,2024,1,Curbside,1268.0,1187.0,1187.0,917.0,379.0,1,1545.0716090985677,0.9361198738170347
West Boylston,2024,1,Curbside,2802.0,2472.0,2472.0,1993.75,0.0,0,1613.0663430420711,0.8822269807280514
West Bridgewater,2024,0,Drop-off,3378.0,1801.0,1801.0,1777.89,326.16,0,1974.3364797334814,0.5331557134399053
West Springfield,2024,0,Curbside,12500.0,8860.0,8860.0,6950.73,1783.74,1,1569.0135440180586,0.7088
West Tisbury,2024,1,Drop-off,1875.0,950.0,950.0,233.62,184.0,0,491.8315789473684,0.5066666666666667
Westborough,2024,0,Drop-off,7980.0,4460.0,7980.0,4212.19,1400.0,0,1888.8744394618834,0.5588972431077694
Westfield,2024,0,Both,15673.0,15673.0,15673.0,11102.28,2923.56,1,1416.7396158999554,1.0
Westford,2024,0,Curbside,9520.0,8019.0,8063.0,6284.18,1939.44,1,1567.3226088040904,0.8423319327731092
Westhampton,2024,1,Drop-off,695.0,381.0,381.0,168.7,,0,885.5643044619422,0.5482014388489208
Weston,2024,1,Drop-off,3600.0,1873.0,1873.0,614.0,0.0,1,655.6326748531767,0.5202777777777777
Westwood,2024,0,Curbside,5381.0,5093.0,5093.0,3982.12,1480.28,0,1563.7620263106223,0.9464783497491173
Weymouth,2024,0,Curbside,20188.0,17694.0,17694.0,14679.0,4249.0,0,1659.206510681587,0.8764612641172974
Whately,2024,1,Drop-off,649.0,475.0,475.0,144.92,,0,610.1894736842105,0.7318952234206472
Whitman,2024,0,Curbside,5348.0,4707.0,4707.0,3749.1,1228.15,0,1592.989165073295,0.8801421091997008
Williamsburg,2024,0,Drop-off,1147.0,914.0,914.0,421.69,,0,922.7352297592997,0.7968613775065388
Williamstown,2024,1,Drop-off,2252.0,1048.0,1048.0,294.95,,0,562.8816793893129,0.46536412078152756
Wilmington,2024,0,Curbside,7248.0,7248.0,7248.0,6742.0,2241.0,1,1860.3752759381898,1.0
Winchester,2024,0,Drop-off,8054.0,5027.0,5027.0,4609.0,1358.0,1,1833.6980306345733,0.6241619071268935
Windsor,2024,1,Drop-off,400.0,206.0,206.0,123.88,,0,1202.7184466019417,0.515
Winthrop,2024,0,Curbside,8252.0,5790.0,5790.0,4960.37,1402.7,1,1713.426597582038,0.7016480853126514
Woburn,2024,0,Curbside,11970.0,11837.0,11837.0,12719.04,2160.06,1,2149.031004477486,0.9888888888888889
Worcester,2024,1,Curbside,78977.0,60000.0,78977.0,25613.33,9911.31,1,853.7776666666666,0.7597148536915811
Worthington,2024,1,Drop-off,533.0,308.0,308.0,173.78,,0,1128.4415584415585,0.5778611632270169
Wrentham,2024,1,Curbside,4583.0,3696.0,3997.0,3112.54,1213.55,0,1684.2748917748918,0.8064586515382937
Yarmouth,2024,0,Drop-off,15453.0,8864.0,9519.0,8134.0,0.0,0,1835.28880866426,0.5736103022066913
Abington,2025,0,Curbside,5627.0,4619.0,4619.0,4203.99,1449.14,1,1820.3030959082053,0.8208636929091878
Acton,2025,1,Drop-off,10859.0,4399.0,4828.0,1874.59,,1,852.2800636508298,0.4051017589096602
Agawam,2025,0,Curbside,12343.0,8944.0,8944.0,6750.0,1827.0,0,1509.391771019678,0.7246212428096896
Alford,2025,0,Drop-off,325.0,325.0,325.0,131.55,,0,809.5384615384615,1.0
Amesbury,2025,0,Curbside,7914.0,7500.0,7500.0,4422.93,1426.72,0,1179.448,0.9476876421531463
Andover,2025,0,Curbside,13266.0,10028.0,10159.0,9764.34,2587.68,1,1947.4152373354607,0.7559173827830544
Aquinnah,2025,1,Drop-off,439.0,250.0,250.0,99.99,62.32,0,799.92,0.5694760820045558
Arlington,2025,0,Curbside,20311.0,20311.0,20311.0,10435.0,4369.0,1,1027.5220323962385,1.0
Ashfield,2025,1,Drop-off,717.0,516.0,516.0,279.25,,0,1082.3643410852712,0.7196652719665272
Ashland,2025,1,Curbside,6350.0,5728.0,5728.0,2780.99,1632.72,1,971.016061452514,0.9020472440944882
Attleboro,2025,1,Curbside,16092.0,14612.0,14612.0,9411.8,4144.45,1,1288.2288529975363,0.9080288342033308
Auburn,2025,0,Curbside,8362.0,5224.0,5224.0,4312.64,1342.7,1,1651.0872894333843,0.6247309256158814
Avon,2025,0,Curbside,1700.0,1622.0,1690.0,1861.39,520.05,0,2295.17879161529,0.9541176470588235
Ayer,2025,1,Drop-off,3609.0,1202.0,1202.0,527.72,211.95,1,878.0698835274543,0.33305624826821834
Barnstable,2025,0,Drop-off,25541.0,8742.0,8742.0,7608.16,,0,1740.5994051704415,0.3422732077835637
Barre,2025,1,Drop-off,2181.0,949.0,949.0,618.28,,0,1303.013698630137,0.4351215038972948
Becket,2025,1,Drop-off,1752.0,1752.0,1752.0,336.97,,0,384.6689497716895,1.0
Bedford,2025,0,Curbside,5883.0,4773.0,4773.0,2818.68,1175.76,1,1181.0936517913262,0.8113207547169812
Belmont,2025,0,Curbside,10358.0,9930.0,9930.0,5869.01,2121.89,1,1182.0765357502517,0.9586792817146167
Berkley,2025,1,Drop-off,2865.0,1189.0,1189.0,613.72,,1,1032.3296888141294,0.4150087260034904
Berlin,2025,0,Drop-off,1427.0,636.0,636.0,514.0,0.0,1,1616.3522012578617,0.4456902592852137
Bernardston,2025,1,Drop-off,866.0,700.0,700.0,320.6,,0,916.0,0.8083140877598153
Beverly,2025,0,Curbside,18200.0,13200.0,13200.0,10315.25,2620.64,1,1562.9166666666667,0.7252747252747253
Billerica,2025,0,Curbside,15473.0,13831.0,13831.0,12695.0,3815.0,1,1835.7313281758368,0.8938796613455697
Blackstone,2025,1,Curbside,3835.0,3520.0,3520.0,2691.0,620.51,0,1528.9772727272727,0.9178617992177314
Bolton,2025,1,Drop-off,2031.0,1020.0,2031.0,460.5,40.0,0,902.9411764705883,0.5022156573116692
Boston,2025,0,Curbside,322000.0,273445.0,273445.0,166853.0,35082.0,1,1220.377041086873,0.8492080745341615
Bourne,2025,0,Both,8215.0,8215.0,8215.0,6050.0,2024.0,0,1472.915398660986,1.0
Boxborough,2025,0,Drop-off,2531.0,1128.0,1128.0,682.0,292.03,0,1209.2198581560283,0.4456736467799289
Boxford,2025,0,Curbside,2864.0,2400.0,2400.0,2104.0,865.0,0,1753.3333333333333,0.8379888268156425
Braintree,2025,0,Both,12530.0,10695.0,10695.0,10863.0,2623.0,1,2031.4165497896213,0.8535514764565044
Brewster,2025,1,Drop-off,7390.0,3850.0,3850.0,1100.67,0.0,0,571.7766233766233,0.5209742895805142
Brockton,2025,1,Curbside,30959.0,26610.0,26610.0,26610.0,7451.0,1,2000.0,0.8595238864304403
Brookfield,2025,1,Drop-off,1199.0,734.0,734.0,400.0,177.0,1,1089.9182561307903,0.6121768140116765
Brookline,2025,1,Curbside,27742.0,13540.0,13540.0,8013.99,4141.1,1,1183.7503692762186,0.4880686323985293
Buckland,2025,1,Drop-off,795.0,575.0,575.0,203.86,,0,709.0782608695653,0.7232704402515723
Burlington,2025,0,Curbside,7250.0,7068.0,7068.0,5491.92,2008.79,0,1554.0237691001698,0.9748965517241379
Cambridge,2025,0,Curbside,58000.0,32771.0,48500.0,12495.0,8128.0,1,762.5644624820726,0.5650172413793103
Canton,2025,0,Both,8764.0,7580.0,7580.0,5495.0,1056.4,1,1449.868073878628,0.8649018712916476
Carlisle,2025,0,Drop-off,1951.0,1951.0,1951.0,1516.53,,1,1554.6181445412608,1.0
Charlemont,2025,1,Drop-off,527.0,460.0,460.0,157.52,,0,684.8695652173913,0.872865275142315
Chelmsford,2025,0,Curbside,14158.0,12530.0,12530.0,10531.05,3101.77,1,1680.9337589784518,0.8850120073456703
Cheshire,2025,1,Drop-off,1358.0,610.0,610.0,346.02,,0,1134.4918032786886,0.4491899852724595
Chester,2025,1,Drop-off,664.0,208.0,208.0,53.37,17.31,0,513.1730769230769,0.3132530120481928
Chesterfield,2025,1,Drop-off,554.0,267.0,267.0,134.82,,0,1009.8876404494382,0.48194945848375453
Chicopee,2025,1,Curbside,24363.0,18968.0,18968.0,11789.29,3895.07,0,1243.0714888232812,0.7785576488938144
Clinton,2025,1,Curbside,4650.0,4287.0,4287.0,2301.54,985.77,0,1073.7298810356892,0.9219354838709677
Cohasset,2025,1,Drop-off,3383.0,3029.0,3383.0,1300.0,0.0,0,858.3690987124463,0.8953591486845994
Colrain,2025,1,Drop-off,729.0,600.0,600.0,229.11,,0,763.7,0.823045267489712
Concord,2025,1,Curbside,5641.0,3842.0,3904.0,2128.02,1454.03,0,1107.7667881311818,0.6810849140223365
Conway,2025,1,Drop-off,696.0,650.0,650.0,302.23,,0,929.9384615384615,0.9339080459770115
Cummington,2025,1,Drop-off,423.0,327.0,327.0,108.0,,0,660.5504587155963,0.7730496453900709
Danvers,2025,0,Both,15000.0,8083.0,8083.0,5869.0,2000.0,1,1452.183595199802,0.5388666666666667
Dartmouth,2025,1,Both,12200.0,10456.0,10456.0,5749.19,51.43,0,1099.6920428462126,0.8570491803278688
Dedham,2025,0,Curbside,8800.0,8595.0,8595.0,6242.81,2114.81,0,1452.6608493310064,0.9767045454545454
Deerfield,2025,1,Drop-off,1965.0,1275.0,1275.0,452.8,,0,710.2745098039215,0.648854961832061
Dennis,2025,0,Drop-off,14543.0,7577.0,7577.0,3566.0,,0,941.2696317803881,0.5210066698755415
Dighton,2025,1,Curbside,2988.0,2888.0,2888.0,1757.18,652.02,0,1216.8836565096954,0.9665327978580991
Douglas,2025,0,Drop-off,3006.0,1221.0,1208.0,981.0,0.0,0,1606.8796068796069,0.406187624750499
Dover,2025,0,Drop-off,2137.0,2137.0,2137.0,1167.6,,0,1092.7468413664014,1.0
Dunstable,2025,0,Curbside,1121.0,509.0,509.0,270.43,141.35,0,1062.5933202357564,0.45405887600356826
Duxbury,2025,1,Drop-off,6418.0,5357.0,5357.0,2012.92,0.0,0,751.5101736046295,0.8346837020878779
East Bridgewater,2025,0,Both,5461.0,3160.0,3195.0,3250.19,899.57,1,2057.0822784810125,0.5786485991576634
East Brookfield,2025,1,Both,985.0,895.0,895.0,537.0,127.0,1,1200.0,0.9086294416243654
East Longmeadow,2025,1,Curbside,6138.0,5725.0,5725.0,3815.68,,0,1332.9886462882096,0.932714239165852
Eastham,2025,0,Drop-off,5732.0,4039.0,4039.0,2081.49,,0,1030.6957167615744,0.7046406140963015
Edgartown,2025,1,Drop-off,4459.0,2500.0,2500.0,1452.0,412.0,0,1161.6,0.5606638259699485
Egremont,2025,0,Drop-off,846.0,846.0,846.0,335.38,,0,792.8605200945626,1.0
Erving,2025,0,Curbside,675.0,675.0,675.0,354.75,,0,1051.111111111111,1.0
Fairhaven,2025,0,Curbside,7091.0,6784.0,7091.0,4854.0,1445.0,0,1431.0141509433963,0.956705683260471
Fall River,2025,0,Curbside,35536.0,33636.0,33636.0,28727.82,6713.45,1,1708.1591152336782,0.9465330932012607
Falmouth,2025,0,Both,30000.0,21500.0,21500.0,10538.74,3345.92,0,980.3479069767442,0.7166666666666667
Fitchburg,2025,0,Both,14859.0,13550.0,13550.0,11313.42,2968.92,0,1669.8774907749078,0.911905242613904
Florida,2025,0,Drop-off,350.0,226.0,226.0,207.75,,0,1838.495575221239,0.6457142857142857
Framingham,2025,0,Both,27810.0,18404.0,18404.0,18018.0,4638.0,1,1958.0525972614648,0.6617763394462424
Franklin,2025,0,Curbside,10176.0,9804.0,9804.0,7222.5,2502.11,0,1473.3782129742963,0.9634433962264151
Gardner,2025,1,Both,8872.0,6763.0,6763.0,4806.0,1385.34,0,1421.2627532160284,0.7622858431018936
Gill,2025,1,Curbside,561.0,561.0,561.0,171.45,,0,611.2299465240642,1.0
Gloucester,2025,1,Curbside,14950.0,13750.0,13750.0,6711.59,3003.0,1,976.2312727272728,0.919732441471572
Goshen,2025,1,Drop-off,559.0,258.0,258.0,112.3,,0,870.5426356589147,0.46153846153846156
Grafton,2025,1,Curbside,6341.0,5062.0,5062.0,3759.01,1647.98,1,1485.1876728565785,0.7982967986122063
Granville,2025,1,Drop-off,590.0,390.0,390.0,119.73,,1,614.0,0.6610169491525424
Greenfield,2025,1,Both,5265.0,5048.0,5048.0,3531.36,659.36,1,1399.1125198098257,0.9587844254510921
Groton,2025,1,Drop-off,4028.0,1436.0,1604.0,704.0,,0,980.5013927576601,0.35650446871896724
Groveland,2025,0,Curbside,2618.0,2210.0,2210.0,1828.85,593.37,1,1655.0678733031675,0.8441558441558441
Halifax,2025,0,Curbside,3026.0,1149.0,1560.0,902.21,243.47,0,1570.426457789382,0.37970918704560475
Hamilton,2025,1,Curbside,2692.0,2692.0,2692.0,1207.1,1071.7,1,896.8053491827637,1.0
Hancock,2025,0,Drop-off,315.0,275.0,275.0,206.02,,0,1498.3272727272727,0.873015873015873
Hanover,2025,0,Drop-off,5400.0,5400.0,5400.0,3853.0,,0,1427.037037037037,1.0
Hanson,2025,1,Drop-off,3800.0,1556.0,1556.0,682.8,247.8,1,877.6349614395887,0.4094736842105263
Harvard,2025,1,Drop-off,2000.0,1167.0,1167.0,710.78,,1,1218.1319622964868,0.5835
Harwich,2025,0,Drop-off,9541.0,5390.0,5390.0,4539.0,,0,1684.2300556586272,0.5649303008070433
Haverhill,2025,0,Curbside,24302.0,23038.0,24302.0,21116.93,4165.69,1,1833.225974476951,0.9479878199325158
Heath,2025,1,Drop-off,381.0,337.0,337.0,106.85,,0,634.1246290801187,0.884514435695538
Hingham,2025,0,Drop-off,8823.0,8823.0,8823.0,4839.0,,0,1096.905814348861,1.0
Hinsdale,2025,1,Drop-off,742.0,413.0,413.0,254.55,,0,1232.687651331719,0.5566037735849056
Holden,2025,0,Curbside,6874.0,6239.0,6239.0,5225.0,1700.0,0,1674.9479083186409,0.9076229269711958
Holliston,2025,1,Curbside,5247.0,4623.0,4623.0,3460.89,1658.55,1,1497.24853990915,0.8810748999428245
Holyoke,2025,0,Both,15618.0,9425.0,9425.0,7537.0,,0,1599.3633952254643,0.6034703547189141
Hopkinton,2025,0,Curbside,6674.0,5200.0,5200.0,4317.0,1351.0,1,1660.3846153846155,0.7791429427629607
Hudson,2025,1,Both,8362.0,3128.0,3128.0,1654.0,0.0,0,1057.544757033248,0.37407318823248026
Huntington,2025,1,Drop-off,954.0,376.0,376.0,263.28,,0,1400.4255319148936,0.3941299790356394
Ipswich,2025,1,Curbside,6602.0,5098.0,5108.0,2689.91,1281.51,1,1055.280502157709,0.7721902453801878
Kingston,2025,0,Drop-off,5030.0,3850.0,3910.0,2777.0,,0,1442.5974025974026,0.7654075546719682
Lakeville,2025,1,Drop-off,5568.0,1680.0,1680.0,525.8,,0,625.952380952381,0.3017241379310345
Lawrence,2025,1,Curbside,35297.0,26132.0,26132.0,33000.0,4100.0,1,2525.639063217511,0.7403462050599201
Leominster,2025,0,Both,14935.0,11571.0,11571.0,9510.74,2945.0,0,1643.8924898453029,0.7747572815533981
Leverett,2025,1,Drop-off,764.0,551.0,551.0,143.88,,0,522.2504537205082,0.7212041884816754
Lexington,2025,0,Curbside,11861.0,11272.0,11647.0,7782.0,3347.0,1,1380.7665010645849,0.9503414551892758
Lincoln,2025,0,Drop-off,1951.0,1951.0,1951.0,634.69,282.94,1,650.6304459251666,1.0
Littleton,2025,1,Drop-off,3754.0,1792.0,1792.0,729.69,,0,814.3861607142857,0.4773574853489611
Longmeadow,2025,1,Curbside,5684.0,5542.0,5542.0,3318.31,,0,1197.51353302057,0.9750175932441942
Lowell,2025,0,Curbside,35981.0,35981.0,35981.0,24837.11,6046.9,1,1380.5680775965093,1.0
Ludlow,2025,0,Both,7271.0,7198.0,7198.0,4956.0,810.0,0,1377.049180327869,0.9899601155274378
Lunenburg,2025,1,Curbside,4660.0,4060.0,4660.0,1787.34,845.97,0,880.4630541871921,0.871244635193133
Lynn,2025,0,Curbside,33122.0,27000.0,27000.0,31490.52,7452.69,0,2332.6311111111113,0.8151681661735403
Lynnfield,2025,0,Curbside,4423.0,4423.0,4423.0,4003.86,877.44,1,1810.4725299570428,1.0
Malden,2025,1,Curbside,25000.0,17100.0,17100.0,11256.79,3474.0,1,1316.583625730994,0.684
Manchester,2025,1,Both,2274.0,2274.0,2274.0,963.86,585.03,1,847.7220756376429,1.0
Mansfield,2025,0,Curbside,7800.0,7204.0,7204.0,5220.0,1920.0,0,1449.1948917268185,0.9235897435897436
Marblehead,2025,0,Both,8000.0,8000.0,8000.0,4000.0,2337.2,0,1000.0,1.0
Marion,2025,0,Both,2788.0,2788.0,2788.0,1973.61,546.46,0,1415.7890961262553,1.0
Marlborough,2025,0,Both,12000.0,12000.0,12000.0,9874.0,2697.0,0,1645.6666666666667,1.0
Marshfield,2025,1,Both,9625.0,9578.0,9578.0,6159.03,2710.3,1,1286.0785132595531,0.9951168831168831
Mashpee,2025,0,Drop-off,10257.0,4208.0,4725.0,3539.21,0.0,1,1682.1340304182509,0.41025641025641024
Mattapoisett,2025,0,Both,4327.0,4327.0,4327.0,2124.26,816.21,0,981.86272244049,1.0
Maynard,2025,1,Curbside,5496.0,4500.0,4500.0,1883.14,939.38,0,836.9511111111111,0.8187772925764192
Medfield,2025,0,Drop-off,4484.0,3385.0,3385.0,2358.0,720.21,1,1393.205317577548,0.7549063336306869
Medford,2025,0,Curbside,24486.0,20500.0,20500.0,14318.0,4827.0,0,1396.878048780488,0.8372131013640448
Medway,2025,1,Both,5220.0,4267.0,4267.0,3057.19,1378.85,1,1432.945863604406,0.8174329501915709
Melrose,2025,0,Curbside,9522.0,8936.0,8936.0,6178.27,2249.2,1,1382.7820053715309,0.9384583070783449
Merrimac,2025,1,Curbside,3543.0,1250.0,1974.0,611.86,582.99,1,978.976,0.3528083545018346
Methuen,2025,0,Both,18691.0,15000.0,15000.0,14709.0,3660.0,0,1961.2,0.8025252795463057
Middleborough,2025,0,Both,7612.0,6720.0,6720.0,6133.29,1796.02,1,1825.3839285714287,0.882816605359958
Middlefield,2025,0,Drop-off,278.0,204.0,204.0,124.57,,0,1221.2745098039215,0.7338129496402878
Milford,2025,0,Curbside,13000.0,10500.0,10500.0,11031.0,2278.0,1,2101.1428571428573,0.8076923076923077
Millbury,2025,0,Drop-off,5400.0,3781.0,3781.0,1830.46,735.34,1,968.2412060301508,0.7001851851851851
Milton,2025,1,Curbside,9555.0,8937.0,9395.0,6507.54,3253.43,1,1456.3141993957704,0.9353218210361067
Monroe,2025,0,Curbside,72.0,72.0,72.0,47.06,0.87,0,1307.2222222222222,1.0
Monson,2025,0,Curbside,3953.0,3016.0,3016.0,2339.98,506.91,0,1551.710875331565,0.7629648368327853
Montague,2025,1,Curbside,3431.0,2424.0,2424.0,1669.32,,0,1377.3267326732673,0.7064995628096765
Nantucket,2025,0,Drop-off,9036.0,9036.0,9036.0,7604.0,,0,1683.045595396193,1.0
Natick,2025,1,Curbside,15409.0,10740.0,10740.0,5776.87,3063.87,1,1075.7672253258845,0.6969952625089234
Needham,2025,1,Drop-off,14819.0,5500.0,5500.0,2493.0,321.0,0,906.5454545454545,0.37114515149470273
New Bedford,2025,0,Curbside,42977.0,38338.0,41600.0,28436.14,7801.11,1,1483.4441024570922,0.8920585429415734
New Marlborough,2025,0,Drop-off,1020.0,461.0,461.0,228.86,,0,992.8850325379609,0.4519607843137255
New Salem,2025,1,Drop-off,443.0,246.0,246.0,128.21,,0,1042.357723577236,0.5553047404063205
Newbury,2025,1,Drop-off,3096.0,2012.0,2370.0,771.08,,0,766.4811133200795,0.6498708010335917
Newburyport,2025,0,Curbside,9296.0,7834.0,7834.0,5217.35,1978.32,1,1331.9760020423794,0.8427280550774526
Newton,2025,0,Curbside,33320.0,28500.0,28500.0,16667.32,7431.0,1,1169.63649122807,0.8553421368547419
Norfolk,2025,1,Drop-off,3988.0,1378.0,1378.0,448.0,0.0,0,650.2177068214804,0.3455366098294885
North Andover,2025,0,Curbside,12000.0,8340.0,8340.0,8437.0,1894.0,1,2023.2613908872902,0.695
North Attleborough,2025,1,Both,10377.0,8978.0,8978.0,5609.19,2638.04,1,1249.54110046781,0.8651826153994411
North Brookfield,2025,1,Drop-off,2143.0,847.0,847.0,549.23,,1,1296.8831168831168,0.3952403173121792
Northborough,2025,1,Curbside,5301.0,5018.0,5018.0,2194.0,925.0,0,874.4519728975688,0.9466138464440672
Northfield,2025,1,Drop-off,1232.0,848.0,848.0,340.8,,0,803.7735849056604,0.6883116883116883
Norwell,2025,1,Curbside,3709.0,3597.0,3597.0,2641.94,1271.89,1,1468.9685849318878,0.9698031814505258
Norwood,2025,0,Curbside,12648.0,9731.0,9731.0,6324.66,3316.25,0,1299.8992909259068,0.769370651486401
Oak Bluffs,2025,1,Both,4557.0,3417.0,4557.0,488.0,0.0,0,285.63067017851915,0.749835418038183
Orange,2025,1,Drop-off,2856.0,1300.0,1300.0,467.9,,0,719.8461538461538,0.45518207282913165
Orleans,2025,0,Drop-off,5200.0,3294.0,3490.0,1525.0,0.0,0,925.925925925926,0.6334615384615384
Otis,2025,0,Drop-off,1622.0,1249.0,1249.0,559.07,,0,895.2281825460368,0.7700369913686806
Paxton,2025,0,Curbside,1610.0,1610.0,1610.0,1428.0,0.0,0,1773.9130434782608,1.0
Peabody,2025,0,Curbside,18850.0,14199.0,14116.0,15444.97,,1,2175.501091626171,0.753262599469496
Pembroke,2025,0,Curbside,6988.0,6583.0,6583.0,5010.77,1707.5,1,1522.3363208263709,0.9420435031482541
Pepperell,2025,1,Drop-off,4100.0,1500.0,1500.0,641.14,,0,854.8533333333334,0.36585365853658536
Peru,2025,1,Drop-off,380.0,249.0,249.0,175.98,,0,1413.4939759036145,0.6552631578947369
Petersham,2025,1,Drop-off,517.0,358.0,358.0,205.2,,1,1146.3687150837989,0.6924564796905223
Phillipston,2025,1,Drop-off,835.0,435.0,435.0,176.28,,0,810.4827586206897,0.5209580838323353
Pittsfield,2025,0,Both,19352.0,17238.0,17238.0,11268.0,,0,1307.3442394709364,0.8907606448945845
Plainfield,2025,1,Drop-off,308.0,213.0,213.0,69.45,,0,652.112676056338,0.6915584415584416
Plainville,2025,1,Curbside,4084.0,2084.0,2084.0,1488.0,710.0,0,1428.0230326295584,0.5102840352595495
Plympton,2025,1,Drop-off,1001.0,716.0,716.0,324.39,51.96,0,906.1173184357542,0.7152847152847153
Provincetown,2025,0,Both,2787.0,1674.0,1674.0,2109.0,1267.0,0,2519.7132616487456,0.6006458557588805
Quincy,2025,0,Curbside,29813.0,29813.0,29813.0,29210.0,4606.0,0,1959.5478482541173,1.0
Randolph,2025,0,Curbside,12264.0,9587.0,9587.0,10402.0,2127.0,1,2170.021904662564,0.7817188519243313
Raynham,2025,1,Drop-off,4532.0,1462.0,2003.0,774.86,,0,1060.0,0.32259488084730803
Reading,2025,0,Curbside,9607.0,8925.0,8925.0,7093.56,2410.07,1,1589.5932773109243,0.9290100968044135
Revere,2025,0,Curbside,25000.0,21000.0,21000.0,17818.08,3330.79,1,1696.96,0.84
Richmond,2025,0,Curbside,818.0,818.0,818.0,424.56,75.36,0,1038.044009779951,1.0
Rochester,2025,0,Both,2082.0,2082.0,2082.0,1761.81,401.0,1,1692.420749279539,1.0
Rockport,2025,1,Drop-off,4928.0,3136.0,3136.0,1653.0,,1,1054.2091836734694,0.6363636363636364
Rowe,2025,1,Drop-off,216.0,196.0,196.0,94.17,,0,960.9183673469388,0.9074074074074074
Royalston,2025,1,Drop-off,586.0,315.0,315.0,155.51,,0,987.3650793650794,0.537542662116041
Russell,2025,1,Drop-off,529.0,429.0,429.0,228.05,32.87,1,1063.1701631701633,0.8109640831758034
Salem,2025,0,Curbside,20267.0,14495.0,14495.0,10894.17,3343.79,1,1503.1624698171784,0.7152020525978191
Sandisfield,2025,0,Drop-off,595.0,450.0,450.0,215.45,,0,957.5555555555555,0.7563025210084033
Saugus,2025,0,Curbside,8787.0,7871.0,7871.0,8765.49,2204.6,0,2227.2875111167577,0.8957550927506543
Savoy,2025,1,Drop-off,300.0,205.0,205.0,102.27,,0,997.7560975609756,0.6833333333333333
Scituate,2025,1,Drop-off,8500.0,5555.0,5555.0,3145.0,,0,1132.3132313231324,0.6535294117647059
Seekonk,2025,1,Curbside,5408.0,5295.0,5295.0,3503.95,1663.62,1,1323.4938621340887,0.9791050295857988
Sharon,2025,0,Curbside,6562.0,5448.0,5448.0,4337.19,1873.25,0,1592.2136563876652,0.8302346845473941
Sheffield,2025,0,Drop-off,1680.0,901.0,915.0,518.44,,0,1150.8102108768037,0.5363095238095238
Shelburne,2025,1,Drop-off,775.0,714.0,714.0,197.58,,0,553.4453781512605,0.9212903225806451
Sherborn,2025,0,Drop-off,1507.0,1507.0,1507.0,1561.39,,1,2072.1831453218315,1.0
Shirley,2025,0,Curbside,2832.0,1680.0,1680.0,1361.18,443.85,0,1620.452380952381,0.5932203389830508
Shrewsbury,2025,1,Curbside,13265.0,10752.0,10752.0,5538.41,3234.65,1,1030.210193452381,0.8105540897097625
