municipality,year,payt,svc_type,hh_total,hh_trash,hh_recycling,trash_tons,recyc_tons,bulky_incl,lbs_hh_yr,coverage
Townsend,2023,0,Curbside,3346.0,3100.0,3100.0,2052.0,745.0,0,1323.8709677419354,0.9264793783622236
Truro,2023,0,Drop-off,3346.0,1889.0,1889.0,955.8,439.1,0,1011.9640021175225,0.564554692169755
Tyngsborough,2023,0,Curbside,4811.0,3951.0,3951.0,3220.6,935.69,1,1630.2708175145533,0.8212429848264394
Upton,2023,1,Curbside,2808.0,2450.0,2460.0,1465.0,845.72,0,1195.9183673469388,0.8725071225071225
Wakefield,2023,0,Curbside,8681.0,8571.0,8571.0,6729.75,2127.68,1,1570.3535176758837,0.9873286487731828
Walpole,2023,0,Curbside,8713.0,7350.0,7350.0,7608.22,1743.09,1,2070.2639455782314,0.8435670836680822
Waltham,2023,0,Curbside,23891.0,18837.0,18837.0,16368.59,5146.14,1,1737.9189892233371,0.7884559038968649
Wareham,2023,0,Both,13003.0,7345.0,7345.0,6832.2,1656.16,0,1860.3675970047652,0.5648696454664308
Warren,2023,1,Drop-off,2226.0,920.0,920.0,502.0,0.0,0,1091.304347826087,0.4132973944294699
Warwick,2023,1,Drop-off,370.0,323.0,323.0,64.2,,0,397.5232198142415,0.8729729729729729
Washington,2023,0,Drop-off,249.0,249.0,249.0,132.74,,0,1066.1847389558234,1.0
Watertown,2023,0,Curbside,13500.0,10050.0,10050.0,8327.0,2490.0,1,1657.1144278606964,0.7444444444444445
Wellesley,2023,0,Drop-off,9315.0,9315.0,9315.0,5058.0,0.0,1,1085.9903381642512,1.0
Wellfleet,2023,1,Drop-off,3669.0,3309.0,3309.0,774.14,,0,467.899667573285,0.901880621422731
Wendell,2023,1,Drop-off,394.0,355.0,355.0,135.74,,0,764.7323943661971,0.9010152284263959
Wenham,2023,1,Curbside,1235.0,1154.0,1154.0,799.8,510.7,1,1386.1351819757365,0.934412955465587
West Boylston,2023,1,Curbside,2802.0,2472.0,2472.0,1599.14,484.17,0,1293.8025889967637,0.8822269807280514
West Bridgewater,2023,0,Drop-off,3378.0,1802.0,1802.0,1747.0,321.03,0,1938.9567147613764,0.5334517465956187
West Springfield,2023,0,Curbside,12500.0,8860.0,8860.0,6829.41,1916.08,1,1541.627539503386,0.7088
West Tisbury,2023,1,Drop-off,1862.0,850.0,850.0,265.0,179.0,0,623.5294117647059,0.4564983888292159
Westborough,2023,0,Drop-off,7980.0,3570.0,7980.0,4183.69,,1,2343.803921568627,0.4473684210526316
Westford,2023,0,Curbside,9485.0,7563.0,7521.0,6829.95,2101.5,1,1806.148353827846,0.7973642593568793
Westhampton,2023,1,Drop-off,695.0,376.0,376.0,163.95,,0,872.0744680851063,0.5410071942446043
Westminster,2023,0,Drop-off,3651.0,3042.0,3248.0,2264.0,,0,1488.4944115713347,0.8331963845521775
Weston,2023,1,Drop-off,3600.0,1840.0,1840.0,625.47,0.0,1,679.8586956521739,0.5111111111111111
Westwood,2023,0,Curbside,5377.0,5089.0,5377.0,4020.3,1644.85,0,1579.9960699548044,0.9464385344987911
Weymouth,2023,0,Both,20188.0,17659.0,17659.0,15961.1,4249.0,0,1807.7014553485474,0.8747275609272835
Whately,2023,1,Drop-off,644.0,475.0,475.0,128.12,,0,539.4526315789474,0.7375776397515528
Whitman,2023,0,Curbside,5371.0,4596.0,4596.0,3736.1,1328.0,0,1625.805047867711,0.8557065723328989
Wilbraham,2023,1,Drop-off,5530.0,1749.0,1749.0,658.0,,1,752.4299599771298,0.31627486437613017
Williamsburg,2023,0,Drop-off,1147.0,900.0,900.0,422.12,,0,938.0444444444445,0.7846556233653008
Williamstown,2023,1,Drop-off,2252.0,1094.0,1094.0,298.74,,0,546.1425959780621,0.4857904085257549
Wilmington,2023,0,Curbside,7212.0,7212.0,2374.0,6355.0,2300.0,1,1762.3405435385469,1.0
Winchester,2023,0,Drop-off,7990.0,5024.0,5024.0,4474.0,1019.0,1,1781.0509554140128,0.6287859824780976
Windsor,2023,1,Drop-off,400.0,285.0,285.0,132.3,,0,928.421052631579,0.7125
Winthrop,2023,0,Curbside,8242.0,5785.0,5785.0,4867.26,1433.66,1,1682.7173725151254,0.7018927444794952
Woburn,2023,0,Curbside,11756.0,11546.0,11546.0,12934.0,2165.21,1,2240.429586003811,0.9821367812181014
Worcester,2023,1,Curbside,67000.0,57565.0,67000.0,25278.0,9944.46,0,878.2419873186832,0.8591791044776119
Worthington,2023,1,Drop-off,533.0,308.0,308.0,163.1,,0,1059.090909090909,0.5778611632270169
Wrentham,2023,1,Curbside,4393.0,4162.0,4178.0,3066.78,1287.18,0,1473.7049495434887,0.947416344183929
Yarmouth,2023,0,Drop-off,15415.0,8905.0,9575.0,8463.22,0.0,0,1900.7793374508703,0.577684073953941
Abington,2024,0,Curbside,5267.0,4610.0,4917.0,4336.59,1494.41,1,1881.3839479392625,0.8752610594266186
Acton,2024,1,Drop-off,10385.0,4256.0,4671.0,1898.89,,1,892.3355263157895,0.40982185844968705
Agawam,2024,0,Curbside,12220.0,8937.0,8937.0,6666.0,2011.0,0,1491.775763679087,0.731342062193126
Alford,2024,0,Drop-off,324.0,324.0,324.0,148.46,,0,916.4197530864197,1.0
Andover,2024,0,Curbside,15458.0,10607.0,10607.0,10174.94,2631.07,1,1918.5330442160837,0.6861819122784318
Aquinnah,2024,1,Drop-off,403.0,225.0,225.0,98.99,73.82,0,879.9111111111112,0.5583126550868487
Arlington,2024,0,Curbside,20311.0,20311.0,20311.0,10710.0,4518.0,1,1054.600955147457,1.0
Ashfield,2024,1,Drop-off,717.0,592.0,592.0,281.01,,0,949.3581081081081,0.8256624825662483
Ashland,2024,1,Curbside,6350.0,5732.0,5732.0,2632.84,1717.55,1,918.6461967899512,0.9026771653543307
Attleboro,2024,1,Curbside,15589.0,14574.0,14574.0,9488.54,4320.55,1,1302.1188417730204,0.9348899865289627
Auburn,2024,0,Curbside,7647.0,5214.0,5214.0,4487.0,1280.13,0,1721.1354046797085,0.6818360141231855
Avon,2024,0,Curbside,1489.0,1477.0,1477.0,1862.14,439.68,0,2521.516587677725,0.9919408999328408
Ayer,2024,1,Drop-off,3256.0,1208.0,1208.0,498.85,206.22,1,825.9105960264901,0.371007371007371
Barnstable,2024,0,Drop-off,25711.0,8757.0,8757.0,7845.97,,0,1791.9310266072855,0.34059352028314727
Barre,2024,1,Drop-off,2181.0,1009.0,1009.0,628.7,,0,1246.1843409316155,0.4626318202659331
Becket,2024,1,Drop-off,1749.0,1749.0,1749.0,339.37,,0,388.07318467695825,1.0
Bedford,2024,0,Curbside,6575.0,4726.0,4726.0,3438.22,1259.44,1,1455.0232754972492,0.7187832699619772
Belmont,2024,0,Curbside,10358.0,9930.0,9930.0,5987.87,2311.67,1,1206.0161127895267,0.9586792817146167
Berkley,2024,1,Drop-off,2847.0,1160.0,1160.0,644.62,,1,1111.4137931034484,0.40744643484369514
Berlin,2024,0,Drop-off,1301.0,846.0,846.0,516.0,18.74,1,1219.8581560283687,0.6502690238278247
Bernardston,2024,1,Drop-off,863.0,700.0,700.0,328.29,,0,937.9714285714285,0.8111239860950173
Beverly,2024,0,Curbside,18200.0,13200.0,13200.0,10247.33,,0,1552.6257575757577,0.7252747252747253
Billerica,2024,0,Curbside,15453.0,13811.0,13811.0,12538.0,4001.0,1,1815.6541886901746,0.8937423154080114
Blackstone,2024,0,Curbside,3668.0,3668.0,3668.0,2703.0,,0,1473.8276990185386,1.0
Blandford,2024,0,Drop-off,900.0,297.0,297.0,162.84,0.0,0,1096.5656565656566,0.33
Bolton,2024,1,Drop-off,2167.0,1200.0,2167.0,605.86,36.48,0,1009.7666666666667,0.5537609598523304
Boston,2024,0,Curbside,322000.0,272500.0,272500.0,186305.0,34259.0,1,1367.3761467889908,0.8462732919254659
Boxborough,2024,0,Drop-off,2534.0,1001.0,1001.0,678.67,293.96,0,1355.984015984016,0.39502762430939226
Boxford,2024,0,Curbside,2865.0,2410.0,2498.0,1966.0,1475.0,0,1631.5352697095436,0.8411867364746946
Braintree,2024,0,Both,12279.0,10639.0,10639.0,10811.0,2710.0,1,2032.3338659648464,0.8664386350680022
Brewster,2024,1,Drop-off,7206.0,3832.0,3832.0,1088.8,,0,568.2672233820459,0.5317790729947266
Brimfield,2024,0,Curbside,2200.0,2200.0,2200.0,572.43,206.92,1,520.3909090909091,1.0
Brockton,2024,1,Curbside,30200.0,26586.0,26586.0,26692.0,7245.0,1,2007.9741217181975,0.8803311258278146
Brookfield,2024,1,Drop-off,1194.0,625.0,625.0,401.0,177.0,1,1283.2,0.5234505862646566
Brookline,2024,1,Curbside,27452.0,14736.0,14736.0,8068.16,3954.5,1,1095.0271444082518,0.5367914906017777
Buckland,2024,1,Drop-off,794.0,402.0,402.0,214.34,,0,1066.3681592039802,0.5062972292191436
Burlington,2024,0,Curbside,7280.0,6985.0,6985.0,5495.83,2157.14,1,1573.6091624910523,0.959478021978022
Cambridge,2024,0,Curbside,58000.0,32771.0,48500.0,12631.0,8134.0,1,770.8644838424217,0.5650172413793103
Carlisle,2024,0,Drop-off,2046.0,1900.0,1900.0,1556.1,,1,1638.0,0.9286412512218963
Charlemont,2024,1,Drop-off,524.0,460.0,460.0,144.71,,0,629.1739130434783,0.8778625954198473
Chatham,2024,0,Drop-off,6245.0,3846.0,430.0,2023.0,0.0,1,1052.0020800832033,0.6158526821457165
Chelmsford,2024,0,Curbside,14134.0,12503.0,12503.0,10351.93,3166.78,1,1655.9113812684955,0.8846044997877459
Cheshire,2024,1,Drop-off,1358.0,610.0,610.0,376.97,,0,1235.967213114754,0.4491899852724595
Chesterfield,2024,1,Drop-off,554.0,267.0,267.0,120.21,,0,900.4494382022472,0.48194945848375453
Chicopee,2024,1,Curbside,24353.0,18958.0,18958.0,11760.68,3903.47,0,1240.7089355417238,0.7784667186794235
Clinton,2024,1,Curbside,4604.0,4254.0,4254.0,2425.15,985.77,0,1140.173953925717,0.9239791485664639
Cohasset,2024,1,Drop-off,3355.0,3043.0,3043.0,1329.2,,0,873.6115675320408,0.9070044709388971
Colrain,2024,1,Drop-off,732.0,600.0,600.0,226.48,,0,754.9333333333333,0.819672131147541
Concord,2024,1,Curbside,5633.0,3670.0,3738.0,2160.75,315.92,0,1177.5204359673025,0.6515178412923842
Conway,2024,1,Drop-off,695.0,650.0,650.0,313.24,,0,963.8153846153846,0.935251798561151
Cummington,2024,1,Drop-off,423.0,295.0,295.0,123.9,,0,840.0,0.6973995271867612
Danvers,2024,0,Both,15388.0,7938.0,7938.0,6107.73,2432.59,1,1538.8586545729404,0.5158565115674552
Dartmouth,2024,1,Both,11869.0,10513.0,10513.0,5681.8,0.0,0,1080.9093503281651,0.885752801415452
Dedham,2024,0,Curbside,8788.0,8610.0,8610.0,6871.83,2173.24,0,1596.2439024390244,0.9797451069640418
Deerfield,2024,1,Drop-off,1963.0,1383.0,1383.0,448.83,,0,649.0672451193059,0.7045338767193072
Dennis,2024,0,Drop-off,14528.0,7733.0,7733.0,3556.0,0.0,0,919.6948144316565,0.5322824889867841
Dighton,2024,1,Curbside,2982.0,2881.0,2881.0,1780.49,710.18,0,1236.022214508851,0.966130114017438
Douglas,2024,0,Drop-off,3302.0,1208.0,1208.0,1008.0,,0,1668.8741721854306,0.3658388855239249
Dover,2024,0,Drop-off,2030.0,2030.0,2030.0,1165.9,,0,1148.6699507389162,1.0
Dracut,2024,0,Curbside,12319.0,10725.0,10785.0,10849.0,2831.0,1,2023.1235431235432,0.8706063803880185
Dunstable,2024,1,Curbside,1117.0,460.0,460.0,193.96,134.84,0,843.304347826087,0.41181736794986573
Duxbury,2024,1,Drop-off,6163.0,5753.0,5753.0,2178.64,0.0,0,757.39266469668,0.9334739574882363
East Bridgewater,2024,0,Both,5461.0,3100.0,3137.0,3240.0,968.0,1,2090.3225806451615,0.56766160043948
East Brookfield,2024,1,Both,985.0,890.0,890.0,495.19,147.0,0,1112.7865168539327,0.9035532994923858
East Longmeadow,2024,1,Curbside,6126.0,5725.0,5725.0,3815.27,,0,1332.8454148471615,0.9345412993796931
Eastham,2024,0,Drop-off,5735.0,3997.0,3997.0,4066.73,,0,2034.8911683762822,0.6969485614646905
Edgartown,2024,1,Drop-off,4442.0,2300.0,2300.0,1450.0,416.0,0,1260.8695652173913,0.5177847816298965
Egremont,2024,0,Drop-off,846.0,846.0,846.0,318.7,,0,753.4278959810874,1.0
Erving,2024,0,Curbside,672.0,672.0,672.0,353.75,,0,1052.827380952381,1.0
Everett,2024,0,Curbside,16337.0,13187.0,13187.0,16855.4,4034.11,1,2556.3661181466596,0.8071861418865153
Fairhaven,2024,0,Curbside,7023.0,6781.0,7023.0,4871.0,1421.0,0,1436.6612594012684,0.9655417912572974
Fall River,2024,0,Both,35837.0,31461.0,31461.0,30027.26,7495.14,1,1908.856043990973,0.8778915645840891
Falmouth,2024,0,Both,30000.0,21394.0,21394.0,10753.0,3270.0,0,1005.2351126484061,0.7131333333333333
Florida,2024,0,Drop-off,350.0,253.0,253.0,220.94,,0,1746.5612648221345,0.7228571428571429
Framingham,2024,0,Both,27810.0,18416.0,18416.0,18217.0,5184.0,1,1978.3883579496091,0.6622078389068681
Freetown,2024,1,Curbside,3372.0,2800.0,2800.0,1622.62,787.3,0,1159.0142857142857,0.830367734282325
Gardner,2024,1,Both,8937.0,6733.0,7733.0,5398.0,1715.0,0,1603.4457151344127,0.7533848047443213
Gill,2024,1,Curbside,559.0,559.0,559.0,165.4,,0,591.7710196779964,1.0
Gloucester,2024,1,Curbside,14500.0,13750.0,13750.0,6812.45,3044.25,1,990.9018181818182,0.9482758620689655
Goshen,2024,1,Drop-off,559.0,258.0,258.0,134.43,,0,1042.093023255814,0.46153846153846156
Grafton,2024,1,Curbside,6341.0,5062.0,5062.0,3599.52,1705.97,1,1422.1730541288027,0.7982967986122063
Granville,2024,1,Drop-off,565.0,400.0,500.0,134.5,,1,672.5,0.7079646017699115
Greenfield,2024,1,Both,5265.0,5048.0,5048.0,3705.43,,1,1468.0784469096673,0.9587844254510921
Groton,2024,1,Drop-off,3996.0,1514.0,3996.0,683.2,,0,902.5099075297226,0.3788788788788789
Groveland,2024,0,Curbside,2618.0,2210.0,2210.0,1933.31,565.75,0,1749.6018099547512,0.8441558441558441
Halifax,2024,0,Curbside,3026.0,1119.0,1549.0,865.23,247.53,1,1546.4343163538874,0.3697951090548579
Hamilton,2024,1,Curbside,2687.0,2687.0,2687.0,1319.2,985.1,1,981.9129140305173,1.0
Hancock,2024,0,Drop-off,315.0,275.0,275.0,229.48,,0,1668.9454545454546,0.873015873015873
Hanover,2024,0,Drop-off,5400.0,5400.0,5400.0,4459.81,0.0,0,1651.7814814814815,1.0
Hanson,2024,1,Drop-off,3664.0,1700.0,1700.0,652.14,240.59,1,767.2235294117647,0.46397379912663755
Harvard,2024,1,Drop-off,2053.0,1141.0,1141.0,567.72,0.0,0,995.1270815074496,0.5557720409157331
Harwich,2024,0,Drop-off,9528.0,5368.0,5368.0,4565.0,,0,1700.8196721311476,0.563392107472712
Haverhill,2024,0,Curbside,23296.0,22971.0,23296.0,21054.15,4618.55,1,1833.106960950764,0.9860491071428571
Heath,2024,1,Drop-off,380.0,347.0,347.0,109.13,,0,628.9913544668588,0.9131578947368421
Hingham,2024,0,Drop-off,8823.0,8823.0,8823.0,5118.38,,0,1160.235747478182,1.0
Hinsdale,2024,1,Drop-off,742.0,345.0,345.0,299.23,,0,1734.6666666666667,0.46495956873315364
Holden,2024,0,Curbside,7180.0,6171.0,6171.0,5025.0,1678.0,0,1628.5853184248906,0.8594707520891365
Holliston,2024,1,Curbside,5226.0,4884.0,4884.0,3460.75,1642.37,1,1417.178542178542,0.9345579793340988
Holyoke,2024,0,Both,15524.0,9425.0,9425.0,7560.98,,1,1604.4519893899205,0.607124452460706
Hopkinton,2024,0,Curbside,6674.0,5200.0,5200.0,5243.0,1390.0,1,2016.5384615384614,0.7791429427629607
Hudson,2024,1,Both,7626.0,3014.0,3014.0,1654.0,0.0,0,1097.544790975448,0.3952268554943614
Huntington,2024,1,Drop-off,954.0,390.0,390.0,224.2,,0,1149.7435897435898,0.4088050314465409
Ipswich,2024,1,Curbside,6602.0,5098.0,5108.0,2872.05,1534.95,1,1126.7359748921147,0.7721902453801878
Kingston,2024,0,Drop-off,5004.0,3800.0,3870.0,2761.32,,0,1453.3263157894737,0.759392486011191
Lawrence,2024,1,Curbside,35249.0,26132.0,26132.0,32000.0,3600.0,1,2449.1045461503136,0.7413543646628273
Leominster,2024,0,Both,14945.0,11546.0,11546.0,9858.65,2850.51,1,1707.7169582539407,0.7725660756105721
Leverett,2024,1,Drop-off,762.0,599.0,599.0,153.83,,0,513.6227045075125,0.7860892388451444
Lexington,2024,0,Curbside,11860.0,11271.0,11646.0,7838.0,3350.0,1,1390.826013663384,0.9503372681281619
Lincoln,2024,0,Drop-off,1948.0,1948.0,1948.0,638.56,303.6,1,655.6057494866529,1.0
Littleton,2024,1,Drop-off,3508.0,1780.0,1780.0,769.78,,0,864.9213483146067,0.507411630558723
Longmeadow,2024,1,Curbside,5779.0,5550.0,5550.0,3614.42,,0,1302.4936936936938,0.9603737670877315
Lowell,2024,0,Curbside,42383.0,35127.0,35127.0,25043.25,6563.1,1,1425.8689896660687,0.8287992827312838
Ludlow,2024,1,Both,7261.0,7189.0,7189.0,5385.0,,0,1498.1221310335234,0.9900840104668779
Lunenburg,2024,1,Curbside,4341.0,3741.0,4341.0,1732.95,920.96,0,926.4635124298316,0.861782999308915
Lynn,2024,0,Curbside,33122.0,27000.0,27000.0,27514.57,7588.42,1,2038.1162962962962,0.8151681661735403
Lynnfield,2024,0,Curbside,4663.0,4423.0,4423.0,4207.11,931.24,1,1902.3784761474112,0.9485309886339267
Malden,2024,1,Curbside,25000.0,17100.0,17100.0,12352.91,4164.36,1,1444.7847953216374,0.684
Manchester,2024,1,Curbside,2273.0,2273.0,2273.0,1117.91,762.55,1,983.6427628684557,1.0
Mansfield,2024,0,Curbside,8034.0,7204.0,7204.0,5348.0,1993.0,0,1484.730705163798,0.896689071446353
Marblehead,2024,0,Both,8000.0,8000.0,8000.0,4493.11,2647.84,0,1123.2775,1.0
Marion,2024,0,Both,2784.0,2784.0,2784.0,1950.73,579.68,0,1401.3864942528735,1.0
Marshfield,2024,1,Both,9679.0,9565.0,9565.0,6108.67,2936.9,1,1277.2963930998433,0.9882219237524538
Mashpee,2024,0,Drop-off,10237.0,4538.0,5121.0,3094.0,,0,1363.596297928603,0.4432939337696591
Mattapoisett,2024,0,Both,4639.0,4639.0,4639.0,2604.67,730.0,0,1122.9446001293381,1.0
Maynard,2024,1,Curbside,5496.0,4500.0,4500.0,1847.23,987.0,0,820.9911111111111,0.8187772925764192
Medfield,2024,0,Drop-off,4475.0,3576.0,3576.0,2411.15,735.3,1,1348.5178970917225,0.7991061452513967
Medford,2024,0,Curbside,24572.0,20500.0,20500.0,15085.02,5050.78,0,1471.709268292683,0.8342829236529383
Medway,2024,1,Both,5210.0,4251.0,4251.0,3453.39,1449.58,1,1624.742413549753,0.8159309021113244
Melrose,2024,0,Curbside,11996.0,8902.0,8902.0,6397.28,2269.46,1,1437.268029656257,0.7420806935645216
Merrimac,2024,1,Curbside,3852.0,1250.0,1977.0,545.33,532.31,1,872.528,0.3245067497403946
Methuen,2024,0,Both,18816.0,14900.0,14900.0,15226.0,4022.36,1,2043.758389261745,0.7918792517006803
Middleborough,2024,0,Both,7574.0,6687.0,6687.0,6918.0,1778.92,1,2069.089277703006,0.8828888302086084
Middlefield,2024,0,Drop-off,278.0,204.0,204.0,124.57,,0,1221.2745098039215,0.7338129496402878
Milford,2024,0,Curbside,13000.0,10500.0,10500.0,10268.0,1692.0,1,1955.8095238095239,0.8076923076923077
Milton,2024,1,Curbside,9555.0,8937.0,9395.0,5945.17,3308.12,1,1330.462123755175,0.9353218210361067
Monroe,2024,0,Curbside,72.0,72.0,72.0,60.67,2.5,0,1685.2777777777778,1.0
Monson,2024,0,Curbside,3103.0,3013.0,3013.0,2214.08,550.53,1,1469.6846996349154,0.970995810505962
Montague,2024,1,Curbside,3431.0,2424.0,2424.0,1430.3,,0,1180.1155115511551,0.7064995628096765
Nahant,2024,0,Curbside,1300.0,1300.0,1300.0,967.68,366.95,1,1488.7384615384615,1.0
Nantucket,2024,0,Drop-off,9036.0,9036.0,9036.0,7604.0,,0,1683.045595396193,1.0
Natick,2024,1,Curbside,13612.0,10732.0,10732.0,5785.01,3398.93,1,1078.0860976518823,0.7884219806053482
Needham,2024,1,Drop-off,14819.0,5500.0,5500.0,2345.0,319.0,0,852.7272727272727,0.37114515149470273
New Bedford,2024,0,Curbside,42233.0,38338.0,41595.0,31023.0,8600.0,1,1618.3942824351818,0.9077735420169062
New Marlborough,2024,0,Drop-off,970.0,441.0,441.0,221.23,,0,1003.3106575963719,0.45463917525773195
New Salem,2024,1,Drop-off,442.0,245.0,245.0,149.94,,0,1224.0,0.5542986425339367
Newbury,2024,1,Drop-off,2978.0,1993.0,2360.0,727.14,,0,729.6939287506272,0.6692411014103425
Newburyport,2024,0,Curbside,9273.0,7948.0,7948.0,5287.45,2022.68,1,1330.510820332159,0.8571120457241453
Norfolk,2024,1,Drop-off,3989.0,1369.0,1369.0,404.0,0.0,0,590.2118334550767,0.3431937829029832
North Andover,2024,0,Curbside,12250.0,8200.0,8200.0,8054.37,2095.86,1,1964.480487804878,0.6693877551020408
North Attleborough,2024,1,Both,10391.0,8948.0,8948.0,5603.82,2745.89,1,1252.5301743406349,0.8611298238860552
North Brookfield,2024,1,Drop-off,1800.0,945.0,945.0,600.0,,1,1269.8412698412699,0.525
North Reading,2024,0,Curbside,6058.0,4477.0,4477.0,4306.47,1507.0,1,1923.8195220013401,0.739022779795312
Northborough,2024,1,Curbside,5301.0,5018.0,5018.0,2102.0,958.0,0,837.7839776803507,0.9466138464440672
Northfield,2024,1,Drop-off,1236.0,885.0,885.0,354.96,,0,802.1694915254237,0.7160194174757282
Norwell,2024,1,Curbside,3702.0,3595.0,3595.0,2603.85,1189.26,1,1448.5952712100138,0.9710967044840627
Oak Bluffs,2024,1,Both,4555.0,3416.0,1999.0,711.0,,0,416.27634660421546,0.7499451152579583
Orange,2024,1,Drop-off,2813.0,1222.0,1222.0,428.49,,0,701.2929623567921,0.43441166014930677
Orleans,2024,0,Drop-off,5187.0,3850.0,3850.0,1398.0,0.0,0,726.2337662337662,0.7422402159244265
Otis,2024,0,Drop-off,1622.0,1161.0,1161.0,575.88,,0,992.0413436692506,0.7157829839704068
Paxton,2024,0,Curbside,1610.0,1610.0,1610.0,1417.54,0.0,0,1760.9192546583852,1.0
Peabody,2024,0,Curbside,18817.0,14083.0,14083.0,15079.35,,1,2141.496840161897,0.7484189828346708
Pembroke,2024,0,Curbside,6953.0,6858.0,6858.0,5847.72,1424.56,1,1705.3718285214347,0.9863368330217173
Peru,2024,1,Drop-off,380.0,235.0,235.0,168.28,,0,1432.1702127659576,0.618421052631579
Petersham,2024,1,Drop-off,511.0,299.0,299.0,203.3,,1,1359.8662207357859,0.5851272015655578
Phillipston,2024,1,Drop-off,827.0,412.0,412.0,181.68,,0,881.9417475728155,0.49818621523579204
Pittsfield,2024,1,Both,19315.0,17238.0,17238.0,14879.0,0.0,1,1726.3023552616312,0.8924669945638105
Plainfield,2024,1,Drop-off,308.0,196.0,196.0,73.25,,0,747.4489795918367,0.6363636363636364
Plainville,2024,1,Curbside,4084.0,2162.0,2162.0,1408.0,693.0,0,1302.4976873265496,0.529382957884427
Plympton,2024,1,Drop-off,1200.0,738.0,738.0,335.33,52.48,0,908.7533875338753,0.615
Provincetown,2024,0,Both,2294.0,2294.0,2294.0,2828.0,1249.0,0,2465.5623365300785,1.0
Quincy,2024,0,Curbside,35000.0,35000.0,35000.0,28880.0,4467.0,0,1650.2857142857142,1.0
Randolph,2024,0,Curbside,12247.0,9570.0,9570.0,10856.0,2077.0,1,2268.756530825496,0.7814158569445578
Raynham,2024,1,Drop-off,4468.0,1559.0,1892.0,690.33,,0,885.6061577934573,0.34892569382273947
Reading,2024,0,Curbside,9577.0,8895.0,8895.0,6843.46,2434.68,1,1538.7206295671726,0.9287877205805576
Revere,2024,0,Curbside,25000.0,21000.0,21000.0,17583.07,3619.07,1,1674.5780952380953,0.84
Richmond,2024,0,Curbside,818.0,818.0,818.0,445.0,104.46,0,1088.0195599022004,1.0
Rochester,2024,0,Both,2077.0,2077.0,2077.0,1848.0,386.4,1,1779.489648531536,1.0
Rockland,2024,0,Curbside,5468.0,5078.0,5078.0,4389.44,1307.89,0,1728.8066167782592,0.9286759326993417
Rockport,2024,1,Drop-off,4936.0,3053.0,3053.0,1841.03,0.0,1,1206.046511627907,0.618517017828201
Rowe,2024,1,Drop-off,215.0,193.0,193.0,93.14,,0,965.1813471502591,0.8976744186046511
Royalston,2024,1,Drop-off,585.0,330.0,330.0,152.33,,0,923.2121212121212,0.5641025641025641
Russell,2024,1,Drop-off,565.0,435.0,435.0,240.09,,0,1103.8620689655172,0.7699115044247787
Salem,2024,0,Curbside,19950.0,17150.0,17150.0,11600.44,3517.0,1,1352.8209912536443,0.8596491228070176
Sandisfield,2024,0,Drop-off,595.0,450.0,450.0,212.26,,0,943.3777777777777,0.7563025210084033
Sandwich,2024,1,Drop-off,8500.0,4920.0,4920.0,2414.0,,0,981.30081300813,0.5788235294117647
Saugus,2024,0,Curbside,10698.0,8778.0,8808.0,8741.75,2183.98,0,1991.7407154249258,0.820527201346046
Savoy,2024,1,Drop-off,300.0,205.0,205.0,96.02,,0,936.780487804878,0.6833333333333333
Scituate,2024,1,Drop-off,8050.0,5640.0,5640.0,3165.0,,0,1122.340425531915,0.7006211180124223
Seekonk,2024,1,Curbside,5361.0,5276.0,5276.0,3415.11,1735.72,1,1294.5830174374526,0.9841447491139713
Sharon,2024,0,Curbside,6721.0,5491.0,5491.0,4306.96,1936.35,0,1568.7342924786014,0.8169915191191787
Sheffield,2024,0,Drop-off,1738.0,898.0,911.0,547.22,,0,1218.7527839643653,0.5166858457997698
Shelburne,2024,1,Drop-off,792.0,600.0,600.0,217.91,,0,726.3666666666667,0.7575757575757576
Sherborn,2024,0,Drop-off,1504.0,1504.0,1504.0,1535.14,,1,2041.409574468085,1.0
Shirley,2024,0,Curbside,2729.0,1671.0,1671.0,1459.74,418.15,0,1747.145421903052,0.6123122022718944
Shrewsbury,2024,1,Curbside,13153.0,10736.0,10736.0,5590.67,1455.35,1,1041.480998509687,0.8162396411465065
Shutesbury,2024,1,Curbside,881.0,881.0,881.0,332.5,0.0,0,754.8240635641316,1.0
Somerset,2024,1,Curbside,7394.0,6900.0,6900.0,3578.69,2155.59,0,1037.3014492753623,0.9331890722207195
Somerville,2024,0,Curbside,28000.0,26250.0,26250.0,16247.76,6184.89,1,1237.9245714285714,0.9375
South Hadley,2024,1,Both,7244.0,6951.0,6951.0,2958.81,,0,851.3336210617177,0.9595527332965212
Southampton,2024,1,Drop-off,2334.0,966.0,966.0,502.23,0.0,0,1039.8136645962734,0.4138817480719794
Southborough,2024,0,Drop-off,3638.0,2385.0,2385.0,2298.63,,1,1927.572327044025,0.6555799890049477
Southbridge,2024,0,Curbside,7703.0,5419.0,5419.0,3659.42,1017.88,0,1350.588669496217,0.7034921459171751
Southwick,2024,0,Drop-off,3610.0,2179.0,2205.0,1941.0,,0,1781.551170261588,0.603601108033241
Spencer,2024,1,Drop-off,3850.0,1591.0,1591.0,1008.0,261.94,1,1267.127592708988,0.41324675324675325
Springfield,2024,0,Curbside,60000.0,39121.0,39121.0,44913.2,7153.33,0,2296.1171749188416,0.6520166666666667
Sterling,2024,0,Curbside,3000.0,2893.0,2893.0,2191.72,832.95,0,1515.188385758728,0.9643333333333334
